##Formulas are in linux filename wild-card
##Note switching from wild-card to regex formulas is by replacing '.*' by '*'
#Category	Sub-category	Source	Subtool
Transcription factor binding sites (search by cell/tissue type)	PanIslets	ENCODE	Encode:Cell=PanIslets
Transcription factor binding sites (search by cell/tissue type)	Pancreas_OC	ENCODE	Encode:Cell=Pancreas_OC
Transcription factor binding sites (search by cell/tissue type)	PrEC	ENCODE	Encode:Cell=PrEC
Transcription factor binding sites (search by cell/tissue type)	ProgFib	ENCODE	Encode:Cell=ProgFib
Transcription factor binding sites (search by cell/tissue type)	Psoas_muscle_OC	ENCODE	Encode:Cell=Psoas_muscle_OC
Transcription factor binding sites (search by cell/tissue type)	RCC_7860	ENCODE	Encode:Cell=RCC_7860
Transcription factor binding sites (search by cell/tissue type)	RPMI-7951	ENCODE	Encode:Cell=RPMI-7951
Transcription factor binding sites (search by cell/tissue type)	RPTEC	ENCODE	Encode:Cell=RPTEC
Transcription factor binding sites (search by cell/tissue type)	RWPE1	ENCODE	Encode:Cell=RWPE1
Transcription factor binding sites (search by cell/tissue type)	Raji	ENCODE	Encode:Cell=Raji
Transcription factor binding sites (search by cell/tissue type)	SAEC	ENCODE	Encode:Cell=SAEC
Transcription factor binding sites (search by cell/tissue type)	SH-SY5Y	ENCODE	Encode:Cell=SH-SY5Y
Transcription factor binding sites (search by cell/tissue type)	SK-N-MC	ENCODE	Encode:Cell=SK-N-MC
Transcription factor binding sites (search by cell/tissue type)	SK-N-SH	ENCODE	Encode:Cell=SK-N-SH
Transcription factor binding sites (search by cell/tissue type)	SK-N-SH_RA	ENCODE	Encode:Cell=SK-N-SH_RA
Transcription factor binding sites (search by cell/tissue type)	SKMC	ENCODE	Encode:Cell=SKMC
Transcription factor binding sites (search by cell/tissue type)	SkMC	ENCODE	Encode:Cell=SkMC
Transcription factor binding sites (search by cell/tissue type)	Small_intestine_OC	ENCODE	Encode:Cell=Small_intestine_OC
Transcription factor binding sites (search by cell/tissue type)	Spleen_OC	ENCODE	Encode:Cell=Spleen_OC
Transcription factor binding sites (search by cell/tissue type)	Stellate	ENCODE	Encode:Cell=Stellate
Transcription factor binding sites (search by cell/tissue type)	T-47D	ENCODE	Encode:Cell=T-47D
Transcription factor binding sites (search by cell/tissue type)	T-REx-HEK293	ENCODE	Encode:Cell=T-REx-HEK293
Transcription factor binding sites (search by cell/tissue type)	Th0	ENCODE	Encode:Cell=Th0
Transcription factor binding sites (search by cell/tissue type)	Th1	ENCODE	Encode:Cell=Th1
Transcription factor binding sites (search by cell/tissue type)	Th17	ENCODE	Encode:Cell=Th17
Transcription factor binding sites (search by cell/tissue type)	Th1_Wb33676984	ENCODE	Encode:Cell=Th1_Wb33676984
Transcription factor binding sites (search by cell/tissue type)	Th1_Wb54553204	ENCODE	Encode:Cell=Th1_Wb54553204
Transcription factor binding sites (search by cell/tissue type)	Th2	ENCODE	Encode:Cell=Th2
Transcription factor binding sites (search by cell/tissue type)	Th2_Wb33676984	ENCODE	Encode:Cell=Th2_Wb33676984
Transcription factor binding sites (search by cell/tissue type)	Th2_Wb54553204	ENCODE	Encode:Cell=Th2_Wb54553204
Transcription factor binding sites (search by cell/tissue type)	Treg_Wb78495824	ENCODE	Encode:Cell=Treg_Wb78495824
Transcription factor binding sites (search by cell/tissue type)	Treg_Wb83319432	ENCODE	Encode:Cell=Treg_Wb83319432
Transcription factor binding sites (search by cell/tissue type)	U2OS	ENCODE	Encode:Cell=U2OS
Transcription factor binding sites (search by cell/tissue type)	U87	ENCODE	Encode:Cell=U87
Transcription factor binding sites (search by cell/tissue type)	UCH-1	ENCODE	Encode:Cell=UCH-1
Transcription factor binding sites (search by cell/tissue type)	Urothelia	ENCODE	Encode:Cell=Urothelia
Transcription factor binding sites (search by cell/tissue type)	WERI-Rb-1	ENCODE	Encode:Cell=WERI-Rb-1
Transcription factor binding sites (search by cell/tissue type)	WI-38	ENCODE	Encode:Cell=WI-38
Transcription factor binding sites (search by cell/tissue type)	bone_marrow_HS27a	ENCODE	Encode:Cell=bone_marrow_HS27a
Transcription factor binding sites (search by cell/tissue type)	bone_marrow_HS5	ENCODE	Encode:Cell=bone_marrow_HS5
Transcription factor binding sites (search by cell/tissue type)	bone_marrow_MSC	ENCODE	Encode:Cell=bone_marrow_MSC
Transcription factor binding sites (search by cell/tissue type)	hMNC-CB	ENCODE	Encode:Cell=hMNC-CB
Transcription factor binding sites (search by cell/tissue type)	hMNC-PB	ENCODE	Encode:Cell=hMNC-PB
Transcription factor binding sites (search by cell/tissue type)	hMSC-AT	ENCODE	Encode:Cell=hMSC-AT
Transcription factor binding sites (search by cell/tissue type)	hMSC-BM	ENCODE	Encode:Cell=hMSC-BM
Transcription factor binding sites (search by cell/tissue type)	hMSC-UC	ENCODE	Encode:Cell=hMSC-UC
Transcription factor binding sites (search by cell/tissue type)	iPS	ENCODE	Encode:Cell=iPS
Transcription factor binding sites (search by cell/tissue type)	iPS_CWRU1	ENCODE	Encode:Cell=iPS_CWRU1
Transcription factor binding sites (search by cell/tissue type)	iPS_NIHi11	ENCODE	Encode:Cell=iPS_NIHi11
Transcription factor binding sites (search by cell/tissue type)	iPS_NIHi7	ENCODE	Encode:Cell=iPS_NIHi7
Transcription factor binding sites (search by cell/tissue type)	iPS_hFib2_iPS4	ENCODE	Encode:Cell=iPS_hFib2_iPS4
Transcription factor binding sites (search by cell/tissue type)	iPS_hFib2_iPS5	ENCODE	Encode:Cell=iPS_hFib2_iPS5
Transcription factor binding sites (search by cell/tissue type)	ovcar-3	ENCODE	Encode:Cell=ovcar-3
Transcription factor binding sites (search by cell/tissue type)	pHTE	ENCODE	Encode:Cell=pHTE
Transcription factor binding sites (search by cell/tissue type)	prostate	ENCODE	Encode:Cell=prostate
Transcription factor binding sites (search by TF)	AP-2alpha	ENCODE	Encode:Antibody=AP-2alpha
Transcription factor binding sites (search by TF)	AP-2gamma	ENCODE	Encode:Antibody=AP-2gamma
Transcription factor binding sites (search by TF)	ARID3A_(NB100-279)	ENCODE	Encode:Antibody=ARID3A_(NB100-279)
Transcription factor binding sites (search by TF)	ARID3A_(sc-8821)	ENCODE	Encode:Antibody=ARID3A_(sc-8821)
Transcription factor binding sites (search by TF)	ATF1_(06-325)	ENCODE	Encode:Antibody=ATF1_(06-325)
Transcription factor binding sites (search by TF)	ATF2_(SC-81188)	ENCODE	Encode:Antibody=ATF2_(SC-81188)
Transcription factor binding sites (search by TF)	ATF3	ENCODE	Encode:Antibody=ATF3
Transcription factor binding sites (search by TF)	BAF155	ENCODE	Encode:Antibody=BAF155
Transcription factor binding sites (search by TF)	BAF170	ENCODE	Encode:Antibody=BAF170
Transcription factor binding sites (search by TF)	BATF	ENCODE	Encode:Antibody=BATF
Transcription factor binding sites (search by TF)	BCL11A	ENCODE	Encode:Antibody=BCL11A
Transcription factor binding sites (search by TF)	BCL3	ENCODE	Encode:Antibody=BCL3
Transcription factor binding sites (search by TF)	BCLAF1_(M33-P5B11)	ENCODE	Encode:Antibody=BCLAF1_(M33-P5B11)
Transcription factor binding sites (search by TF)	BCLAF1_(SC-101388)	ENCODE	Encode:Antibody=BCLAF1_(SC-101388)
Transcription factor binding sites (search by TF)	BDP1	ENCODE	Encode:Antibody=BDP1
Transcription factor binding sites (search by TF)	BHLHE40	ENCODE	Encode:Antibody=BHLHE40
Transcription factor binding sites (search by TF)	BHLHE40_(NB100-1800)	ENCODE	Encode:Antibody=BHLHE40_(NB100-1800)
Transcription factor binding sites (search by TF)	BRCA1_(A300-000A)	ENCODE	Encode:Antibody=BRCA1_(A300-000A)
Transcription factor binding sites (search by TF)	BRCA1_(C-1863)	ENCODE	Encode:Antibody=BRCA1_(C-1863)
Transcription factor binding sites (search by TF)	BRF1	ENCODE	Encode:Antibody=BRF1
Transcription factor binding sites (search by TF)	BRF2	ENCODE	Encode:Antibody=BRF2
Transcription factor binding sites (search by TF)	Bach1_(sc-14700)	ENCODE	Encode:Antibody=Bach1_(sc-14700)
Transcription factor binding sites (search by TF)	Brg1	ENCODE	Encode:Antibody=Brg1
Transcription factor binding sites (search by TF)	CBP_(sc-369)	ENCODE	Encode:Antibody=CBP_(sc-369)
Transcription factor binding sites (search by TF)	CBX2	ENCODE	Encode:Antibody=CBX2
Transcription factor binding sites (search by TF)	CBX3_(SC-101004)	ENCODE	Encode:Antibody=CBX3_(SC-101004)
Transcription factor binding sites (search by TF)	CBX8	ENCODE	Encode:Antibody=CBX8
Transcription factor binding sites (search by TF)	CCNT2	ENCODE	Encode:Antibody=CCNT2
Transcription factor binding sites (search by TF)	CDP_(sc-6327)	ENCODE	Encode:Antibody=CDP_(sc-6327)
Transcription factor binding sites (search by TF)	CEBPB	ENCODE	Encode:Antibody=CEBPB
Transcription factor binding sites (search by TF)	CEBPB_(SC-150)	ENCODE	Encode:Antibody=CEBPB_(SC-150)
Transcription factor binding sites (search by TF)	CEBPD_(SC-636)	ENCODE	Encode:Antibody=CEBPD_(SC-636)
Transcription factor binding sites (search by TF)	CEBPZ	ENCODE	Encode:Antibody=CEBPZ
Transcription factor binding sites (search by TF)	CELF1	ENCODE	Encode:Antibody=CELF1
Transcription factor binding sites (search by TF)	CHD1_(A301-218A)	ENCODE	Encode:Antibody=CHD1_(A301-218A)
Transcription factor binding sites (search by TF)	CHD1_(NB100-60411)	ENCODE	Encode:Antibody=CHD1_(NB100-60411)
Transcription factor binding sites (search by TF)	CHD2_(AB68301)	ENCODE	Encode:Antibody=CHD2_(AB68301)
Transcription factor binding sites (search by TF)	CHD2_(N-1250)	ENCODE	Encode:Antibody=CHD2_(N-1250)
Transcription factor binding sites (search by TF)	CHD4_Mi2	ENCODE	Encode:Antibody=CHD4_Mi2
Transcription factor binding sites (search by TF)	CHD7_(A301-223A-1)	ENCODE	Encode:Antibody=CHD7_(A301-223A-1)
Transcription factor binding sites (search by TF)	COREST_(ab24166)	ENCODE	Encode:Antibody=COREST_(ab24166)
Transcription factor binding sites (search by TF)	COREST_(sc-30189)	ENCODE	Encode:Antibody=COREST_(sc-30189)
Transcription factor binding sites (search by TF)	CREB1_(SC-240)	ENCODE	Encode:Antibody=CREB1_(SC-240)
Transcription factor binding sites (search by TF)	CTCF	ENCODE	Encode:Antibody=CTCF
Transcription factor binding sites (search by TF)	CTCFL_(SC-98982)	ENCODE	Encode:Antibody=CTCFL_(SC-98982)
Transcription factor binding sites (search by TF)	CTCF_(C-20)	ENCODE	Encode:Antibody=CTCF_(C-20)
Transcription factor binding sites (search by TF)	CTCF_(SC-15914)	ENCODE	Encode:Antibody=CTCF_(SC-15914)
Transcription factor binding sites (search by TF)	CTCF_(SC-5916)	ENCODE	Encode:Antibody=CTCF_(SC-5916)
Transcription factor binding sites (search by TF)	Control	ENCODE	Encode:Antibody=Control
Transcription factor binding sites (search by TF)	CtBP2	ENCODE	Encode:Antibody=CtBP2
Transcription factor binding sites (search by TF)	E2F1	ENCODE	Encode:Antibody=E2F1
Transcription factor binding sites (search by TF)	E2F4	ENCODE	Encode:Antibody=E2F4
Transcription factor binding sites (search by TF)	E2F6	ENCODE	Encode:Antibody=E2F6
Transcription factor binding sites (search by TF)	E2F6_(H-50)	ENCODE	Encode:Antibody=E2F6_(H-50)
Transcription factor binding sites (search by TF)	EBF	ENCODE	Encode:Antibody=EBF
Transcription factor binding sites (search by TF)	EBF1_(C-8)	ENCODE	Encode:Antibody=EBF1_(C-8)
Transcription factor binding sites (search by TF)	EBF1_(SC-137065)	ENCODE	Encode:Antibody=EBF1_(SC-137065)
Transcription factor binding sites (search by TF)	ELAVL1	ENCODE	Encode:Antibody=ELAVL1
Transcription factor binding sites (search by TF)	ELF1_(SC-631)	ENCODE	Encode:Antibody=ELF1_(SC-631)
Transcription factor binding sites (search by TF)	ELK1_(1277-1)	ENCODE	Encode:Antibody=ELK1_(1277-1)
Transcription factor binding sites (search by TF)	ELK4	ENCODE	Encode:Antibody=ELK4
Transcription factor binding sites (search by TF)	ERRA	ENCODE	Encode:Antibody=ERRA
Transcription factor binding sites (search by TF)	ERalpha_a	ENCODE	Encode:Antibody=ERalpha_a
Transcription factor binding sites (search by TF)	ETS1	ENCODE	Encode:Antibody=ETS1
Transcription factor binding sites (search by TF)	EZH2_(39875)	ENCODE	Encode:Antibody=EZH2_(39875)
Transcription factor binding sites (search by TF)	Egr-1	ENCODE	Encode:Antibody=Egr-1
Transcription factor binding sites (search by TF)	FOSL1_(SC-183)	ENCODE	Encode:Antibody=FOSL1_(SC-183)
Transcription factor binding sites (search by TF)	FOSL2	ENCODE	Encode:Antibody=FOSL2
Transcription factor binding sites (search by TF)	FOXA1_(C-20)	ENCODE	Encode:Antibody=FOXA1_(C-20)
Transcription factor binding sites (search by TF)	FOXA1_(SC-101058)	ENCODE	Encode:Antibody=FOXA1_(SC-101058)
Transcription factor binding sites (search by TF)	FOXA1_(SC-6553)	ENCODE	Encode:Antibody=FOXA1_(SC-6553)
Transcription factor binding sites (search by TF)	FOXA2_(SC-6554)	ENCODE	Encode:Antibody=FOXA2_(SC-6554)
Transcription factor binding sites (search by TF)	FOXM1_(SC-502)	ENCODE	Encode:Antibody=FOXM1_(SC-502)
Transcription factor binding sites (search by TF)	FOXP2	ENCODE	Encode:Antibody=FOXP2
Transcription factor binding sites (search by TF)	GABP	ENCODE	Encode:Antibody=GABP
Transcription factor binding sites (search by TF)	GATA-1	ENCODE	Encode:Antibody=GATA-1
Transcription factor binding sites (search by TF)	GATA-2	ENCODE	Encode:Antibody=GATA-2
Transcription factor binding sites (search by TF)	GATA1_(SC-266)	ENCODE	Encode:Antibody=GATA1_(SC-266)
Transcription factor binding sites (search by TF)	GATA2_(CG2-96)	ENCODE	Encode:Antibody=GATA2_(CG2-96)
Transcription factor binding sites (search by TF)	GATA2_(SC-267)	ENCODE	Encode:Antibody=GATA2_(SC-267)
Transcription factor binding sites (search by TF)	GATA3_(SC-268)	ENCODE	Encode:Antibody=GATA3_(SC-268)
Transcription factor binding sites (search by TF)	GATA3_(SC-269)	ENCODE	Encode:Antibody=GATA3_(SC-269)
Transcription factor binding sites (search by TF)	GCN5	ENCODE	Encode:Antibody=GCN5
Transcription factor binding sites (search by TF)	GR	ENCODE	Encode:Antibody=GR
Transcription factor binding sites (search by TF)	GRp20	ENCODE	Encode:Antibody=GRp20
Transcription factor binding sites (search by TF)	GTF2B	ENCODE	Encode:Antibody=GTF2B
Transcription factor binding sites (search by TF)	GTF2F1_(AB28179)	ENCODE	Encode:Antibody=GTF2F1_(AB28179)
Transcription factor binding sites (search by TF)	GTF2F1_(RAP-74)	ENCODE	Encode:Antibody=GTF2F1_(RAP-74)
Transcription factor binding sites (search by TF)	HA-E2F1	ENCODE	Encode:Antibody=HA-E2F1
Transcription factor binding sites (search by TF)	HCFC1_(NB100-68209)	ENCODE	Encode:Antibody=HCFC1_(NB100-68209)
Transcription factor binding sites (search by TF)	HDAC1_(SC-6298)	ENCODE	Encode:Antibody=HDAC1_(SC-6298)
Transcription factor binding sites (search by TF)	HDAC2_(A300-705A)	ENCODE	Encode:Antibody=HDAC2_(A300-705A)
Transcription factor binding sites (search by TF)	HDAC2_(SC-6296)	ENCODE	Encode:Antibody=HDAC2_(SC-6296)
Transcription factor binding sites (search by TF)	HDAC6_(A301-341A)	ENCODE	Encode:Antibody=HDAC6_(A301-341A)
Transcription factor binding sites (search by TF)	HEY1	ENCODE	Encode:Antibody=HEY1
Transcription factor binding sites (search by TF)	HMGN3	ENCODE	Encode:Antibody=HMGN3
Transcription factor binding sites (search by TF)	HNF4A	ENCODE	Encode:Antibody=HNF4A
Transcription factor binding sites (search by TF)	HNF4A_(H-171)	ENCODE	Encode:Antibody=HNF4A_(H-171)
Transcription factor binding sites (search by TF)	HNF4A_(SC-8987)	ENCODE	Encode:Antibody=HNF4A_(SC-8987)
Transcription factor binding sites (search by TF)	HNF4G_(SC-6558)	ENCODE	Encode:Antibody=HNF4G_(SC-6558)
Transcription factor binding sites (search by TF)	HSF1	ENCODE	Encode:Antibody=HSF1
Transcription factor binding sites (search by TF)	IGF2BP1	ENCODE	Encode:Antibody=IGF2BP1
Transcription factor binding sites (search by TF)	IKZF1_(IkN)_(UCLA)	ENCODE	Encode:Antibody=IKZF1_(IkN)_(UCLA)
Transcription factor binding sites (search by TF)	IRF1	ENCODE	Encode:Antibody=IRF1
Transcription factor binding sites (search by TF)	IRF3	ENCODE	Encode:Antibody=IRF3
Transcription factor binding sites (search by TF)	IRF4	ENCODE	Encode:Antibody=IRF4
Transcription factor binding sites (search by TF)	IRF4_(M-17)	ENCODE	Encode:Antibody=IRF4_(M-17)
Transcription factor binding sites (search by TF)	IRF4_(SC-6059)	ENCODE	Encode:Antibody=IRF4_(SC-6059)
Transcription factor binding sites (search by TF)	Ini1	ENCODE	Encode:Antibody=Ini1
Transcription factor binding sites (search by TF)	Input	ENCODE	Encode:Antibody=Input
Transcription factor binding sites (search by TF)	JARID1A_(ab26049)	ENCODE	Encode:Antibody=JARID1A_(ab26049)
Transcription factor binding sites (search by TF)	JMJD2A_(A300-861A-1)	ENCODE	Encode:Antibody=JMJD2A_(A300-861A-1)
Transcription factor binding sites (search by TF)	JunD	ENCODE	Encode:Antibody=JunD
Transcription factor binding sites (search by TF)	KAP1	ENCODE	Encode:Antibody=KAP1
Transcription factor binding sites (search by TF)	LSD1	ENCODE	Encode:Antibody=LSD1
Transcription factor binding sites (search by TF)	MAZ_(ab85725)	ENCODE	Encode:Antibody=MAZ_(ab85725)
Transcription factor binding sites (search by TF)	MBD4_(SC-271530)	ENCODE	Encode:Antibody=MBD4_(SC-271530)
Transcription factor binding sites (search by TF)	MEF2A	ENCODE	Encode:Antibody=MEF2A
Transcription factor binding sites (search by TF)	MEF2C_(SC-13268)	ENCODE	Encode:Antibody=MEF2C_(SC-13268)
Transcription factor binding sites (search by TF)	MTA3_(SC-81325)	ENCODE	Encode:Antibody=MTA3_(SC-81325)
Transcription factor binding sites (search by TF)	MYBL2_(SC-81192)	ENCODE	Encode:Antibody=MYBL2_(SC-81192)
Transcription factor binding sites (search by TF)	MafF_(M8194)	ENCODE	Encode:Antibody=MafF_(M8194)
Transcription factor binding sites (search by TF)	MafK_(SC-477)	ENCODE	Encode:Antibody=MafK_(SC-477)
Transcription factor binding sites (search by TF)	MafK_(ab50322)	ENCODE	Encode:Antibody=MafK_(ab50322)
Transcription factor binding sites (search by TF)	Max	ENCODE	Encode:Antibody=Max
Transcription factor binding sites (search by TF)	Mxi1_(AF4185)	ENCODE	Encode:Antibody=Mxi1_(AF4185)
Transcription factor binding sites (search by TF)	Mxi1_(bHLH)	ENCODE	Encode:Antibody=Mxi1_(bHLH)
Transcription factor binding sites (search by TF)	NANOG_(SC-33759)	ENCODE	Encode:Antibody=NANOG_(SC-33759)
Transcription factor binding sites (search by TF)	NCoR	ENCODE	Encode:Antibody=NCoR
Transcription factor binding sites (search by TF)	NELFe	ENCODE	Encode:Antibody=NELFe
Transcription factor binding sites (search by TF)	NF-E2	ENCODE	Encode:Antibody=NF-E2
Transcription factor binding sites (search by TF)	NF-E2_(H-230)	ENCODE	Encode:Antibody=NF-E2_(H-230)
Transcription factor binding sites (search by TF)	NF-E2_(SC-22827)	ENCODE	Encode:Antibody=NF-E2_(SC-22827)
Transcription factor binding sites (search by TF)	NF-YA	ENCODE	Encode:Antibody=NF-YA
Transcription factor binding sites (search by TF)	NF-YB	ENCODE	Encode:Antibody=NF-YB
Transcription factor binding sites (search by TF)	NFATC1_(SC-17834)	ENCODE	Encode:Antibody=NFATC1_(SC-17834)
Transcription factor binding sites (search by TF)	NFIC_(SC-81335)	ENCODE	Encode:Antibody=NFIC_(SC-81335)
Transcription factor binding sites (search by TF)	NFKB	ENCODE	Encode:Antibody=NFKB
Transcription factor binding sites (search by TF)	NR2F2_(SC-271940)	ENCODE	Encode:Antibody=NR2F2_(SC-271940)
Transcription factor binding sites (search by TF)	NRSF	ENCODE	Encode:Antibody=NRSF
Transcription factor binding sites (search by TF)	NSD2_(ab75359)	ENCODE	Encode:Antibody=NSD2_(ab75359)
Transcription factor binding sites (search by TF)	Nrf1	ENCODE	Encode:Antibody=Nrf1
Transcription factor binding sites (search by TF)	Oct-2	ENCODE	Encode:Antibody=Oct-2
Transcription factor binding sites (search by TF)	P300_KAT3B	ENCODE	Encode:Antibody=P300_KAT3B
Transcription factor binding sites (search by TF)	PABPC1	ENCODE	Encode:Antibody=PABPC1
Transcription factor binding sites (search by TF)	PAX5-C20	ENCODE	Encode:Antibody=PAX5-C20
Transcription factor binding sites (search by TF)	PAX5-N19	ENCODE	Encode:Antibody=PAX5-N19
Transcription factor binding sites (search by TF)	PCAF	ENCODE	Encode:Antibody=PCAF
Transcription factor binding sites (search by TF)	PGC1A	ENCODE	Encode:Antibody=PGC1A
Transcription factor binding sites (search by TF)	PHF8_(A301-772A)	ENCODE	Encode:Antibody=PHF8_(A301-772A)
Transcription factor binding sites (search by TF)	PLU1	ENCODE	Encode:Antibody=PLU1
Transcription factor binding sites (search by TF)	PML_(SC-71910)	ENCODE	Encode:Antibody=PML_(SC-71910)
Transcription factor binding sites (search by TF)	POU2F2	ENCODE	Encode:Antibody=POU2F2
Transcription factor binding sites (search by TF)	POU5F1_(SC-9081)	ENCODE	Encode:Antibody=POU5F1_(SC-9081)
Transcription factor binding sites (search by TF)	PRDM1_(9115)	ENCODE	Encode:Antibody=PRDM1_(9115)
Transcription factor binding sites (search by TF)	PRDM1_(Val90)	ENCODE	Encode:Antibody=PRDM1_(Val90)
Transcription factor binding sites (search by TF)	PU.1	ENCODE	Encode:Antibody=PU.1
Transcription factor binding sites (search by TF)	Pbx3	ENCODE	Encode:Antibody=Pbx3
Transcription factor binding sites (search by TF)	Pol2	ENCODE	Encode:Antibody=Pol2
Transcription factor binding sites (search by TF)	Pol2(b)	ENCODE	Encode:Antibody=Pol2(b)
Transcription factor binding sites (search by TF)	Pol2(phosphoS2)	ENCODE	Encode:Antibody=Pol2(phosphoS2)
Transcription factor binding sites (search by TF)	Pol2-4H8	ENCODE	Encode:Antibody=Pol2-4H8
Transcription factor binding sites (search by TF)	Pol3	ENCODE	Encode:Antibody=Pol3
Transcription factor binding sites (search by TF)	RBBP5_(A300-109A)	ENCODE	Encode:Antibody=RBBP5_(A300-109A)
Transcription factor binding sites (search by TF)	REST	ENCODE	Encode:Antibody=REST
Transcription factor binding sites (search by TF)	RFX5_(200-401-194)	ENCODE	Encode:Antibody=RFX5_(200-401-194)
Transcription factor binding sites (search by TF)	RFX5_(N-494)	ENCODE	Encode:Antibody=RFX5_(N-494)
Transcription factor binding sites (search by TF)	RNF2	ENCODE	Encode:Antibody=RNF2
Transcription factor binding sites (search by TF)	RPC155	ENCODE	Encode:Antibody=RPC155
Transcription factor binding sites (search by TF)	RUNX3_(SC-101553)	ENCODE	Encode:Antibody=RUNX3_(SC-101553)
Transcription factor binding sites (search by TF)	RXRA	ENCODE	Encode:Antibody=RXRA
Transcription factor binding sites (search by TF)	Rad21	ENCODE	Encode:Antibody=Rad21
Transcription factor binding sites (search by TF)	RevXlinkChromatin	ENCODE	Encode:Antibody=RevXlinkChromatin
Transcription factor binding sites (search by TF)	SAP30_(39731)	ENCODE	Encode:Antibody=SAP30_(39731)
Transcription factor binding sites (search by TF)	SETDB1	ENCODE	Encode:Antibody=SETDB1
Transcription factor binding sites (search by TF)	SIN3A_(NB600-1263)	ENCODE	Encode:Antibody=SIN3A_(NB600-1263)
Transcription factor binding sites (search by TF)	SIRT6	ENCODE	Encode:Antibody=SIRT6
Transcription factor binding sites (search by TF)	SIX5	ENCODE	Encode:Antibody=SIX5
Transcription factor binding sites (search by TF)	SLBP	ENCODE	Encode:Antibody=SLBP
Transcription factor binding sites (search by TF)	SMC3_(ab9263)	ENCODE	Encode:Antibody=SMC3_(ab9263)
Transcription factor binding sites (search by TF)	SP1	ENCODE	Encode:Antibody=SP1
Transcription factor binding sites (search by TF)	SP2_(SC-643)	ENCODE	Encode:Antibody=SP2_(SC-643)
Transcription factor binding sites (search by TF)	SP4_(V-20)	ENCODE	Encode:Antibody=SP4_(V-20)
Transcription factor binding sites (search by TF)	SPT20	ENCODE	Encode:Antibody=SPT20
Transcription factor binding sites (search by TF)	SREBP1	ENCODE	Encode:Antibody=SREBP1
Transcription factor binding sites (search by TF)	SREBP2	ENCODE	Encode:Antibody=SREBP2
Transcription factor binding sites (search by TF)	SRF	ENCODE	Encode:Antibody=SRF
Transcription factor binding sites (search by TF)	STAT1	ENCODE	Encode:Antibody=STAT1
Transcription factor binding sites (search by TF)	STAT2	ENCODE	Encode:Antibody=STAT2
Transcription factor binding sites (search by TF)	STAT3	ENCODE	Encode:Antibody=STAT3
Transcription factor binding sites (search by TF)	STAT5A_(SC-74442)	ENCODE	Encode:Antibody=STAT5A_(SC-74442)
Transcription factor binding sites (search by TF)	SUZ12	ENCODE	Encode:Antibody=SUZ12
Transcription factor binding sites (search by TF)	SUZ12_(05-1317)	ENCODE	Encode:Antibody=SUZ12_(05-1317)
Transcription factor binding sites (search by TF)	Sin3Ak-20	ENCODE	Encode:Antibody=Sin3Ak-20
Transcription factor binding sites (search by TF)	T7Tag	ENCODE	Encode:Antibody=T7Tag
Transcription factor binding sites (search by TF)	TAF1	ENCODE	Encode:Antibody=TAF1
Transcription factor binding sites (search by TF)	TAF7_(SC-101167)	ENCODE	Encode:Antibody=TAF7_(SC-101167)
Transcription factor binding sites (search by TF)	TAF7_(SQ-8)	ENCODE	Encode:Antibody=TAF7_(SQ-8)
Transcription factor binding sites (search by TF)	TAL1_(SC-12984)	ENCODE	Encode:Antibody=TAL1_(SC-12984)
Transcription factor binding sites (search by TF)	TBLR1_(NB600-270)	ENCODE	Encode:Antibody=TBLR1_(NB600-270)
Transcription factor binding sites (search by TF)	TBLR1_(ab24550)	ENCODE	Encode:Antibody=TBLR1_(ab24550)
Transcription factor binding sites (search by TF)	TBP	ENCODE	Encode:Antibody=TBP
Transcription factor binding sites (search by TF)	TCF12	ENCODE	Encode:Antibody=TCF12
Transcription factor binding sites (search by TF)	TCF3_(SC-349)	ENCODE	Encode:Antibody=TCF3_(SC-349)
Transcription factor binding sites (search by TF)	TCF4	ENCODE	Encode:Antibody=TCF4
Transcription factor binding sites (search by TF)	TCF7L2	ENCODE	Encode:Antibody=TCF7L2
Transcription factor binding sites (search by TF)	TCF7L2_C9B9_(2565)	ENCODE	Encode:Antibody=TCF7L2_C9B9_(2565)
Transcription factor binding sites (search by TF)	TEAD4_(SC-101184)	ENCODE	Encode:Antibody=TEAD4_(SC-101184)
Transcription factor binding sites (search by TF)	TFIIIC-110	ENCODE	Encode:Antibody=TFIIIC-110
Transcription factor binding sites (search by TF)	THAP1_(SC-98174)	ENCODE	Encode:Antibody=THAP1_(SC-98174)
Transcription factor binding sites (search by TF)	TR4	ENCODE	Encode:Antibody=TR4
Transcription factor binding sites (search by TF)	TRIM28_(SC-81411)	ENCODE	Encode:Antibody=TRIM28_(SC-81411)
Transcription factor binding sites (search by TF)	UBF_(sc-13125)	ENCODE	Encode:Antibody=UBF_(sc-13125)
Transcription factor binding sites (search by TF)	UBTF_(SAB1404509)	ENCODE	Encode:Antibody=UBTF_(SAB1404509)
Transcription factor binding sites (search by TF)	USF-1	ENCODE	Encode:Antibody=USF-1
Transcription factor binding sites (search by TF)	USF1_(SC-8983)	ENCODE	Encode:Antibody=USF1_(SC-8983)
Transcription factor binding sites (search by TF)	USF2	ENCODE	Encode:Antibody=USF2
Transcription factor binding sites (search by TF)	WHIP	ENCODE	Encode:Antibody=WHIP
Transcription factor binding sites (search by TF)	XRCC4	ENCODE	Encode:Antibody=XRCC4
Transcription factor binding sites (search by TF)	YY1	ENCODE	Encode:Antibody=YY1
